title,combined_features,id
Valentine's Day,Comedy Romance flower married couple florist kiss single Jessica Alba Jessica Biel Bradley Cooper Eric Dane Patrick Dempsey Garry Marshall,32856
The Dukes of Hazzard,Action Adventure Comedy sheriff farm bikini redneck moonshine Johnny Knoxville Seann William Scott Jessica Simpson Willie Nelson Burt Reynolds Jay Chandrasekhar,6519
The Thin Red Line,Drama History War based on novel japanese world war ii battle assignment invasion Sean Penn Adrien Brody Jim Caviezel Ben Chaplin George Clooney Terrence Malick,8741
The Change-Up,Comedy jealousy chance wish change man change Olivia Wilde Ryan Reynolds Jason Bateman Leslie Mann Mircea Monroe David Dobkin,49520
Man on the Moon,Comedy Drama Romance show business comedian wrestling Jim Carrey Courtney Love Bob Zmuda Danny DeVito Gerry Becker Milo\u0161 Forman,1850
Casino,Drama Crime poker drug abuse 1970s overdose illegal prostitution Robert De Niro Sharon Stone Joe Pesci James Woods Don Rickles Martin Scorsese,524
From Paris with Love,Action Crime Thriller paris cia undercover explosive pimp John Travolta Jonathan Rhys Meyers Kasia Smutniak Richard Durden Bing Yin Pierre Morel,26389
Bulletproof Monk,Action Comedy Fantasy monk homeless person injection fall knife fight Seann William Scott Jaime King Karel Roden Chow Yun-fat K. C. Collins Paul Hunter,11817
"Me, Myself & Irene",Comedy schizophrenia ex-cop aftercreditsstinger duringcreditsstinger Jim Carrey Ren\u00e9e Zellweger Anthony Anderson Robert Forster Richard Jenkins Bobby Farrelly,2123
Barnyard,Animation Comedy Family peasant farm cow cojote family Courteney Cox Kevin James Sam Elliott Danny Glover Wanda Sykes Steve Oedekerk,9907
Deck the Halls,Comedy Family holiday massachusetts neighbor christmas Danny DeVito Matthew Broderick Kristin Davis Kristin Chenoweth Fred Armisen John Whitesell,9969
The Twilight Saga: New Moon,Adventure Fantasy Drama Romance moon cinema vampire werewolf fang vamp Kristen Stewart Robert Pattinson Taylor Lautner Billy Burke Ashley Greene Chris Weitz,18239
Shrek,Adventure Animation Comedy Family Fantasy magic liberation lordship castle robin hood Mike Myers Eddie Murphy Cameron Diaz John Lithgow Vincent Cassel Andrew Adamson,808
The Adjustment Bureau,Science Fiction Thriller Romance hotel dancer hat senator future Matt Damon Emily Blunt John Slattery Anthony Mackie Lauren Hodges George Nolfi,38050
Robin Hood: Prince of Thieves,Adventure england crusade mercifulness robin hood folk hero Kevin Costner Morgan Freeman Christian Slater Mary Elizabeth Mastrantonio Alan Rickman Kevin Reynolds,8367
Jerry Maguire,Comedy Drama Romance stadium career sport sports agent Tom Cruise Cuba Gooding Jr. Ren\u00e9e Zellweger Kelly Preston Alison Armitage Cameron Crowe,9390
Ted,Comedy Fantasy friendship love teddy bear toy comes to life wishes come true Mark Wahlberg Mila Kunis Seth MacFarlane Joel McHale Giovanni Ribisi Seth MacFarlane,72105
As Good as It Gets,Comedy Romance single parent waitress lone wolf friendship neighbor Jack Nicholson Helen Hunt Greg Kinnear Cuba Gooding Jr. Skeet Ulrich James L. Brooks,2898
Patch Adams,Comedy Drama nurse hospital doctor laughter Robin Williams Philip Seymour Hoffman Bob Gunton Peter Coyote Michael Jeter Tom Shadyac,10312
Anchorman 2: The Legend Continues,Comedy journalism mustache tv news newsroom gang warfare Will Ferrell Steve Carell Paul Rudd Christina Applegate David Koechner Adam McKay,109443
Mr. Deeds,Comedy Romance love letter new hampshire ferrari liar city country contrast Adam Sandler Winona Ryder John Turturro Allen Covert Peter Gallagher Steven Brill,2022
Super 8,Thriller Science Fiction Mystery 1970s secret alien train crash pistol Joel Courtney Elle Fanning Riley Griffiths Kyle Chandler Ryan Lee J.J. Abrams,37686
Erin Brockovich,Drama biography based on true story single mother water pollution environmental law Julia Roberts Albert Finney Aaron Eckhart Marg Helgenberger Cherry Jones Steven Soderbergh,462
How to Lose a Guy in 10 Days,Comedy Romance new york bet journalist therapist advertising expert Kate Hudson Matthew McConaughey Kathryn Hahn Annie Parisse Adam Goldberg Donald Petrie,9919
22 Jump Street,Crime Comedy Action high school undercover cop buddy comedy aftercreditsstinger duringcreditsstinger Jonah Hill Channing Tatum Dave Franco Ice Cube Nick Offerman Phil Lord,187017
Interview with the Vampire,Horror Romance paris san francisco vampire plantation pity Brad Pitt Tom Cruise Kirsten Dunst Antonio Banderas Christian Slater Neil Jordan,628
Yes Man,Comedy bungee-jump scooter Jim Carrey Zooey Deschanel Rhys Darby Sasha Alexander Fionnula Flanagan Peyton Reed,10201
Central Intelligence,Action Comedy spy cia espionage high school reunion reference to facebook Dwayne Johnson Kevin Hart Amy Ryan Aaron Paul Danielle Nicolet Rawson Marshall Thurber,302699
Stepmom,Drama Romance divorce rebellious daughter freeze frame custody school play Julia Roberts Susan Sarandon Ed Harris Jena Malone Liam Aiken Chris Columbus,9441
Daddy's Home,Comedy daddys home Will Ferrell Mark Wahlberg Linda Cardellini Thomas Haden Church Scarlett Estevez Sean Anders,274167
Into the Woods,Fantasy Comedy Music witch cinderella prince fairy tale musical Meryl Streep Emily Blunt James Corden Anna Kendrick Chris Pine Rob Marshall,224141
Inside Man,Crime Drama Thriller bank manager kidnapping nazi background document ultimatum Denzel Washington Clive Owen Jodie Foster Christopher Plummer Willem Dafoe Spike Lee,388
Payback,Drama Action Thriller Crime new york heroin money criminal Mel Gibson Kris Kristofferson Gregg Henry Maria Bello David Paymer Brian Helgeland,2112
Congo,Action Adventure Drama Mystery Science Fiction gorilla kongo diamond mine diamond Laura Linney Dylan Walsh Ernie Hudson Tim Curry Grant Heslov Frank Marshall,10329
We Bought a Zoo,Drama Comedy Family zoo Matt Damon Scarlett Johansson Thomas Haden Church Colin Ford Maggie Elizabeth Jones Cameron Crowe,74465
Knowing,Action Adventure Drama Mystery Science Fiction cataclysm code suspense end of the world time capsule Nicolas Cage Rose Byrne Chandler Canterbury Ben Mendelsohn Nadia Townsend Alex Proyas,13811
Failure to Launch,Comedy hotel mom romantic comedy lying living with parents pretend relationship Matthew McConaughey Sarah Jessica Parker Zooey Deschanel Justin Bartha Bradley Cooper Tom Dey,6877
The Ring Two,Drama Horror Thriller nun based on novel bath tub nightmare son Naomi Watts Simon Baker Elizabeth Perkins David Dorfman Gary Cole Hideo Nakata,10320
"Crazy, Stupid, Love.",Comedy Drama Romance soulmates midlife crisis marriage crisis womanizer law school Steve Carell Julianne Moore Ryan Gosling Emma Stone Marisa Tomei Glenn Ficarra,50646
Garfield,Animation Comedy Family competition moderator lasagne garfield Bill Murray Breckin Meyer Jennifer Love Hewitt Stephen Tobolowsky Evan Arnold Peter Hewitt,8920
Christmas with the Kranks,Comedy Family holiday christmas Tim Allen Jamie Lee Curtis Dan Aykroyd M. Emmet Walsh Elizabeth Franz Joe Roth,13673
Moneyball,Drama underdog based on novel baseball teamwork sport Brad Pitt Jonah Hill Philip Seymour Hoffman Robin Wright Chris Pratt Bennett Miller,60308
Outbreak,Action Drama Science Fiction Thriller river general research army serum Dustin Hoffman Rene Russo Morgan Freeman Kevin Spacey Cuba Gooding Jr. Wolfgang Petersen,6950
Non-Stop,Action Thriller Mystery airplane conspiracy airplane crash cell phone hijack Liam Neeson Julianne Moore Scoot McNairy Michelle Dockery Nate Parker Jaume Collet-Serra,225574
Race to Witch Mountain,Adventure Family Fantasy Science Fiction Thriller spacecraft laser teleportation telekinesis alien Dwayne Johnson AnnaSophia Robb Alexander Ludwig Carla Gugino Chris Marquette Andy Fickman,13836
V for Vendetta,Action Thriller Fantasy detective vatican fascism satanism fascist Natalie Portman Hugo Weaving Stephen Rea Stephen Fry John Hurt James McTeigue,752
Shanghai Knights,Action Adventure Comedy Western london england indian territory emperor revenge murder Jackie Chan Owen Wilson Fann Wong Aaron Taylor-Johnson Aidan Gillen David Dobkin,6038
Curious George,Adventure Animation Comedy Family museum product placement balloon jungle monkey Will Ferrell Drew Barrymore David Cross Eugene Levy Dick Van Dyke Matthew O'Callaghan,9975
Herbie Fully Loaded,Comedy Family Adventure Fantasy Romance car race victory car nascar woman director Lindsay Lohan Michael Keaton Matt Dillon Breckin Meyer Justin Long Angela Robinson,11451
Don't Say a Word,Thriller cemetery diamant suspense psychiatrist killer Michael Douglas Sean Bean Brittany Murphy Skye McCole Bartusiak Guy Torry Gary Fleder,12103
Hansel & Gretel: Witch Hunters,Fantasy Horror Action witch black magic steampunk good vs evil troll Jeremy Renner Gemma Arterton Famke Janssen Pihla Viitala Derek Mears Tommy Wirkola,60304
Unfaithful,Thriller Drama adultery infidelity eroticism literature lover Richard Gere Diane Lane Olivier Martinez Erik Per Sullivan Zeljko Ivanek Adrian Lyne,2251
I Am Number Four,Action Thriller Science Fiction Adventure secret identity alien teenage boy teenage hero alien teenager Alex Pettyfer Timothy Olyphant Teresa Palmer Dianna Agron Callan McAuliffe D.J. Caruso,46529
Syriana,Drama Thriller anti terror bomb assassination middle east lebanon George Clooney Matt Damon Jeffrey Wright Chris Cooper Amanda Peet Stephen Gaghan,231
13 Hours: The Secret Soldiers of Benghazi,Action Drama History Thriller War based on novel assault rifle mercenary libya biography James Badge Dale John Krasinski Max Martini Pablo Schreiber Toby Stephens Michael Bay,300671
The Book of Life,Romance Animation Adventure Comedy Family love triangle afterlife day of the dead bullfighting Diego Luna Channing Tatum Zoe Saldana Christina Applegate Eugenio Derbez Jorge R. Gutierrez,228326
Firewall,Thriller bank technology blackmail hacker seattle Harrison Ford Paul Bettany Virginia Madsen Carly Schroeder Jimmy Bennett Richard Loncraine,9754
Absolute Power,Crime Drama Thriller corruption assassination washington d.c. rape white house Clint Eastwood Gene Hackman Ed Harris Scott Glenn Laura Linney Clint Eastwood,66
G.I. Jane,Action Drama poem middle east helicopter satellite navy Demi Moore Viggo Mortensen Anne Bancroft Jason Beghe Daniel von Bargen Ridley Scott,4421
The Game,Drama Thriller Mystery brother brother relationship birthday danger of life birthday party surprising Michael Douglas Sean Penn Deborah Kara Unger James Rebhorn Spike Jonze David Fincher,2649
Silent Hill,Horror Mystery monster mother role burning of witches fog suffering Radha Mitchell Sean Bean Laurie Holden Deborah Kara Unger Kim Coates Christophe Gans,588
The Replacements,Comedy american football strike sport coach misfit Keanu Reeves Gene Hackman Brooke Langton Orlando Jones Faizon Love Howard Deutch,10393
American Reunion,Comedy wife husband relationship sequel family reunion masturbation scat Jason Biggs Alyson Hannigan Seann William Scott Chris Klein Thomas Ian Nicholas Jon Hurwitz,71552
The Negotiator,Action Adventure Crime Drama Mystery corruption hostage pension innocence police Samuel L. Jackson Kevin Spacey David Morse Ron Rifkin John Spencer F. Gary Gray,9631
Into the Storm,Action Thriller tornado student found footage disaster movie Richard Armitage Sarah Wayne Callies Matt Walsh Nathan Kress Alycia Debnam-Carey Steven Quale,216282
Beverly Hills Cop III,Action Comedy Crime detective undercover security camera carousel  investigation Eddie Murphy Judge Reinhold H\u00e9ctor Elizondo Gilbert R. Hill Timothy Carhart John Landis,306
Gremlins 2: The New Batch,Comedy Horror Fantasy new york monster skyscraper mutant restaurant Zach Galligan Phoebe Cates John Glover Robert Prosky Robert Picardo Joe Dante,928
The Judge,Drama father son relationship judge lawyer Robert Duvall Robert Downey Jr. Vera Farmiga Vincent D'Onofrio Jeremy Strong David Dobkin,205587
The Peacemaker,Action Thriller helicopter terrorist nuclear missile bridge train crash George Clooney Nicole Kidman Marcel Iure\u0219 Goran Visnjic Armin Mueller-Stahl Mimi Leder,6623
Resident Evil: Apocalypse,Horror Action Science Fiction martial arts mutant dystopia rescue conspiracy Milla Jovovich Sienna Guillory Oded Fehr Thomas Kretschmann Sophie Vavasseur Alexander Witt,1577
Bridget Jones: The Edge of Reason,Comedy Romance london england lovesickness thailand clumsy fellow to drop brick Ren\u00e9e Zellweger Hugh Grant Colin Firth Jim Broadbent Gemma Jones Beeban Kidron,9801
Out of Time,Thriller Crime Drama miami florida double murder divorce Denzel Washington Eva Mendes Sanaa Lathan John Billingsley Dean Cain Carl Franklin,2116
On Deadly Ground,Action Thriller fight inuit petrol company alaska Steven Seagal Michael Caine Joan Chen John C. McGinley R. Lee Ermey Steven Seagal,9624
The Adventures of Sharkboy and Lavagirl,Adventure Family Science Fiction imaginary friend outcast Taylor Lautner Taylor Dooley Cayden Boyd David Arquette Kristin Davis Robert Rodriguez,14199
The Beach,Drama Adventure Romance Thriller hippie exotic island beach map group dynamics Leonardo DiCaprio Guillaume Canet Tilda Swinton Virginie Ledoyen Staffan Kihlbom Danny Boyle,1907
Raising Helen,Drama Comedy Romance new york pastor world of fasion loss of parents mannequin Kate Hudson John Corbett Joan Cusack Hayden Panettiere Spencer Breslin Garry Marshall,4599
Ninja Assassin,Action Crime Thriller assassination assassin ninja fighter revenge ninja Rain Naomie Harris Sung Kang Randall Duk Kim Rick Yune James McTeigue,22832
For Love of the Game,Drama Romance baseball trainer career legend training Kevin Costner Kelly Preston John C. Reilly Jena Malone J.K. Simmons Sam Raimi,10390
Striptease,Drama Thriller Crime blackmail strip club striptease police u.s. congress Demi Moore Burt Reynolds Armand Assante Ving Rhames Robert Patrick Andrew Bergman,9879
Marmaduke,Family Comedy others Owen Wilson Emma Stone George Lopez Christopher Mintz-Plasse Steve Coogan Tom Dey,38579
Hereafter,Drama Fantasy others Matt Damon Bryce Dallas Howard George McLaren Thierry Neuvic Cyndi Mayo Davis Clint Eastwood,44603
Murder by Numbers,Crime Drama Thriller detective secret fbi homicide evidence Sandra Bullock Ben Chaplin Ryan Gosling Michael Pitt Agnes Bruckner Barbet Schroeder,11892
Assassins,Action Adventure Crime Thriller competition assassination cia bank cat Sylvester Stallone Antonio Banderas Julianne Moore Anatoli Davydov Muse Watson Richard Donner,9691
Hannibal Rising,Crime Drama Thriller winter psychopath horror serial killer Gaspard Ulliel Aaran Thomas Gong Li Dominic West Rhys Ifans Peter Webber,1248
The Story of Us,Comedy Drama Romance love of one's life therapist psychology wedding relationship Bruce Willis Michelle Pfeiffer Rob Reiner Colleen Rennison Jake Sandvig Rob Reiner,12220
The Host,Action Adventure Romance Science Fiction Thriller based on novel mass murder dystopia genocide alien invasion Saoirse Ronan Diane Kruger Jake Abel William Hurt Frances Fisher Andrew Niccol,72710
Basic,Action Drama Mystery Thriller Crime drug addiction military court panama military service court John Travolta Connie Nielsen Samuel L. Jackson Giovanni Ribisi Tim Daly John McTiernan,10782
Blood Work,Crime Drama Mystery Thriller houseboat heart investigation police ex-cop Clint Eastwood Jeff Daniels Anjelica Huston Wanda De Jesus Tina Lifford Clint Eastwood,9573
